3500.0 8.60764e-17
3501.51668346 3.02035e-16
3503.03336692 9.51416e-16
3504.55005038 7.73576e-16
3506.06673384 -2.47352e-16
3507.5834173 4.18348e-17
3509.10010076 2.78517e-16
3510.61678421 7.11035e-16
3512.13346767 8.53768e-16
3513.65015113 7.66462e-18
3515.16683459 4.65664e-16
3516.68351805 9.1401e-16
3518.20020151 9.29219e-16
3519.71688497 1.04e-15
3521.23356843 6.23896e-16
3522.75025189 5.77374e-16
3524.26693535 5.8957e-16
3525.78361881 3.1702e-16
3527.30030227 2.28928e-17
3528.81698573 -2.19844e-16
3530.33366919 3.39327e-17
3531.85035264 1.70465e-16
3533.3670361 3.53208e-16
3534.88371956 3.3218e-16
3536.40040302 7.26178e-16
3537.91708648 8.5288e-16
3539.43376994 6.1137e-16
3540.9504534 1.76541e-16
3542.46713686 -9.5899e-17
3543.98382032 7.08878e-16
3545.50050378 7.60877e-16
3547.01718724 3.54629e-17
3548.5338707 5.10202e-16
3550.05055416 1.02192e-15
3551.56723762 4.63148e-16
3553.08392107 4.74533e-17
3554.60060453 5.09502e-16
3556.11728799 3.53314e-16
3557.63397145 -1.92975e-16
3559.15065491 -9.21937e-17
3560.66733837 -9.32335e-17
3562.18402183 1.04882e-16
3563.70070529 3.72715e-16
3565.21738875 1.8987e-16
3566.73407221 -7.1136e-17
3568.25075567 -7.47261e-17
3569.76743913 1.36807e-16
3571.28412259 2.7908e-16
3572.80080605 2.40791e-16
3574.3174895 2.50182e-16
3575.83417296 8.28222e-17
3577.35085642 2.97514e-16
3578.86753988 8.55164e-16
3580.38422334 5.98513e-16
3581.9009068 6.47117e-17
3583.41759026 4.64312e-17
3584.93427372 2.08475e-16
3586.45095718 1.91273e-16
3587.96764064 9.69462e-17
3589.4843241 1.63417e-16
3591.00100756 3.86612e-16
3592.51769102 4.58949e-16
3594.03437448 5.4021e-16
3595.55105793 6.98622e-16
3597.06774139 4.5836e-16
3598.58442485 4.44072e-16
3600.10110831 3.85328e-16
3601.61779177 -4.23025e-17
3603.13447523 -8.03468e-17
3604.65115869 1.90851e-16
3606.16784215 2.07315e-16
3607.68452561 4.08786e-17
3609.20120907 8.55192e-17
3610.71789253 2.49256e-16
3612.23457599 1.92218e-16
3613.75125945 -4.76005e-18
3615.26794291 7.15897e-17
3616.78462636 4.10096e-16
3618.30130982 4.98898e-16
3619.81799328 6.31961e-16
3621.33467674 3.67096e-16
3622.8513602 2.43822e-16
3624.36804366 3.02103e-16
3625.88472712 1.24857e-16
3627.40141058 3.01715e-17
3628.91809404 -9.23431e-17
3630.4347775 2.10524e-16
3631.95146096 1.46685e-16
3633.46814442 2.63808e-16
3634.98482788 2.78144e-16
3636.50151134 4.35334e-17
3638.01819479 1.93661e-16
3639.53487825 1.3007e-16
3641.05156171 1.30443e-16
3642.56824517 3.89565e-17
3644.08492863 -8.92844e-18
3645.60161209 4.30954e-16
3647.11829555 4.3785e-16
3648.63497901 4.36588e-17
3650.15166247 -5.79615e-18
3651.66834593 8.37e-17
3653.18502939 8.69007e-17
3654.70171285 2.04456e-16
3656.21839631 2.41726e-16
3657.73507977 4.11529e-17
3659.25176322 2.22946e-17
3660.76844668 7.81499e-17
3662.28513014 -7.37042e-17
3663.8018136 1.6804e-16
3665.31849706 3.56435e-16
3666.83518052 8.51961e-17
3668.35186398 -3.15703e-17
3669.86854744 -1.27744e-16
3671.3852309 -1.28694e-16
3672.90191436 1.45922e-16
3674.41859782 1.07949e-16
3675.93528128 -2.03189e-17
3677.45196474 3.13255e-16
3678.9686482 2.46548e-16
3680.48533165 2.16805e-16
3682.00201511 2.87937e-16
3683.51869857 8.59362e-17
3685.03538203 3.72482e-17
3686.55206549 -1.35471e-17
3688.06874895 3.36012e-17
3689.58543241 2.04014e-16
3691.10211587 1.65927e-16
3692.61879933 1.39429e-16
3694.13548279 1.42997e-16
3695.65216625 9.0682e-17
3697.16884971 2.30806e-17
3698.68553317 7.45e-17
3700.20221663 9.48069e-17
